0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90.03703704,0,0,-90.31578947,0,0,0,0,0,0,0,0,0,-90.6,0,0,0,0,0,-90.83333333,0,0,0,0,0,-65.01960784,0,-82.53333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-88.08695652,0,0,-89.8125,0,0,0,0,0,-90.4375,0,0,0,-90.52380952,0,0,0,0,0,-91.5625,0,0,0,0,0,-64.86,0,-83.71428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91.5,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-92.66666667,0,-88.57575758,0,0,-89.88,0,0,0,0,0,0,0,-92.8,0,-93.2,0,0,0,0,0,-93,0,0,0,0,0,-66.58823529,-61.94117647,-87.29411765,-88.98039216,0,0,0,0,0,0,0,0,0,0,0,-87,0,0,0,0,0,0,0,0,0,0,-95,0,0,0,0,0,0,-91,0,0,0,0,0,-94,0,0,0,0,0,0,0,0,-88,0,-88,-90,0,0,0,-87.95744681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-94,0,0,0,0,0,0,0,0,0,0,-93,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84.47727273,0,0,-90.26315789,0,0,0,0,0,-89.76,0,-91.12820513,0,-88.97222222,0,0,0,0,0,-88.47058824,0,0,0,0,0,-58.43137255,0,-83.79487179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-83.52380952,0,0,0,0,0,0,-85.19444444,0,0,0,0,0,-89.88888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-88.74285714,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,-95.85714286,0,0,-87,0,0,-91.72413793,0,0,0,0,0,-91,0,0,0,-89.63636364,0,0,0,0,0,0,0,0,0,0,0,-67.47058824,-62.62745098,-85.58823529,-89.31372549,0,0,0,0,0,0,0,0,0,-95,0,0,0,0,0,0,0,0,0,0,0,0,-89,0,0,0,0,0,0,-95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-85,0,-89.35135135,-93,0,0,0,0,-90,0,0,0,0,-90.15384615,0,0,0,0,0,0,0,0,0,0,0,0,0,-93.71428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,-89,-90.71428571,0,-82.92,0,0,-89.64,0,0,0,0,0,-86,0,-90.94444444,0,-88.71428571,0,0,0,0,0,-89,0,0,0,0,0,-59.52941176,0,-83.35555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91,0,0,0,0,0,0,0,0,-84.3125,0,0,0,0,0,0,-86,0,0,0,0,0,-89.85294118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-89.05263158,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,-93.5,-95,0,-83,0,0,-90.22222222,0,0,0,0,0,-89.1875,0,-94,0,-84.33333333,0,0,0,0,0,-87.15384615,0,0,0,0,0,-67.6,-62.08,-87.33333333,-88.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-78,-90,-87.33333333,-91,0,0,-86,0,-91,0,0,0,0,-91,0,0,0,0,0,0,0,0,0,0,0,0,0,-89,0,0,-93.88888889,0,0,0,0,0,0,0,-93,-93,0,0,0
0,-93,0,0,0,0,0,0,0,0,0,0,0,-90.6,-90,0,-78.06,0,0,-88.90909091,0,0,0,0,0,-90.90909091,0,-83,0,-85.48888889,0,0,0,0,0,-89.13888889,0,0,0,0,0,-57.16,0,-84.21621622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-76,0,-85.25,0,0,0,0,-86.5,0,0,0,0,0,-88.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-87,0,-91,0,0,0,0,0,0,0,-88.13513514,0,0,0,0
0,-95.6,0,0,0,0,0,0,0,0,0,0,0,-93.36363636,-92,0,-83.03921569,0,0,-90.44444444,0,0,0,0,0,-88.77777778,0,-87,0,-92,0,0,0,0,0,-79,0,0,0,0,0,-67,-56.07843137,-82.51020408,-89.15686275,0,0,0,0,-96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-92.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91.71428571,-91,0,0,0,0,-90,0,0,0,-93.05263158,-89.08108108,0,0,0,0,0,-95,0,0,0,0,0,-93,0,0,0,0,0,0,0,0,0,0,0,0,-87,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,-90.85,-88.96,0,-74.02,0,0,-90.41935484,0,0,0,0,0,-88.44186047,0,-90.10714286,0,-84.40816327,0,0,0,0,0,-88.35135135,0,0,0,0,0,-59.78431373,0,-80.37777778,0,0,0,0,0,-89.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91.5,0,0,0,0,0,-92.33333333,0,0,0,0,0,0,0,0,0,0,-84.42857143,0,0,0,0,-88,0,0,0,0,0,-90.32258065,0,0,0,0,0,-90.67857143,0,0,0,0,0,0,0,-93,0,0,-91,0,0,0,0,0,0,0,-85.73684211,0,0,0,0
